time,x-axis,y-axis,z-axis
11.182443,0.6917,0.2537,-0.3753
11.199074,0.4608,-0.452,-0.435
11.21675,-0.0129,-0.4685,-0.043
11.233324,-0.5513,-0.1472,0.4544
11.250071,-1.0682,0.105,0.6135
11.268412,-1.4842,0.0204,0.4296
11.284244,-1.7391,-0.2492,0.0109
11.302231,-1.8029,-0.3636,-0.1548
11.318295,-1.6479,-0.2918,-0.2314
11.335445,-1.4043,-0.0808,0.0388
11.352789,-1.0569,0.1274,0.4737
11.369367,-0.7493,0.2829,0.5672
11.386774,-0.4606,0.3535,0.4109
11.403458,-0.1261,0.2041,0.2818
11.421159,0.1231,0.1002,0.1933
11.437526,0.204,0.2003,0.212
11.454474,0.1977,0.2865,0.1672
11.471588,-0.021,0.195,0.0421
11.488624,-0.305,0.0472,-0.0268
11.506078,-0.5894,0.0246,-0.0358
11.522818,-0.745,0.1515,0.058
11.539676,-0.6113,0.1766,0.0396
11.556791,-0.1428,-0.0675,0.0034
11.574027,0.4724,-0.1798,0.015
11.591701,0.9928,-0.0278,0.2107
11.607879,1.2773,0.1661,0.3663
11.625177,1.2579,0.2769,0.3299
11.642188,0.8165,0.3819,0.3672
11.658902,0.2486,0.4228,0.5566
11.676527,-0.2057,0.2801,0.6739
11.693361,-0.4881,0.0981,0.5232
11.710168,-0.639,-0.0399,0.3117
11.727654,-0.6108,-0.0464,0.1162
11.744715,-0.4806,0.1353,-0.0826
11.763253,-0.2574,0.3946,-0.2356
11.778481,-0.0635,0.6117,-0.1118
11.795187,0.1323,0.7344,-0.03
11.81231,0.1665,0.8208,0.381
11.829428,0.1924,0.8288,0.4013
11.846737,0.0395,0.5944,0.1828
11.863374,-0.1884,0.2811,-0.0827
11.880531,-0.3766,0.0974,-0.2346
11.897494,-0.4977,-0.081,-0.0103
11.916039,-0.6138,-0.0017,0.5307
11.931616,-0.8078,0.1714,1.1386
11.948754,-1.0186,-0.0601,1.5422
11.965619,-1.3717,-0.4038,1.5546
11.982992,-1.4731,-0.4117,1.2311
11.999892,-0.9604,-0.2304,0.7625
12.01677,-0.416,0.0412,0.3794
12.033817,-0.2406,-0.2762,0.5227
12.050894,-0.4231,-1.0838,1.0364
12.067737,-0.7777,-1.2524,1.4833
12.08514,-0.9439,-0.7487,1.9004
12.104369,-0.7412,-0.3283,1.9999
12.118966,-0.191,-0.2139,1.3786
12.136325,0.514,-0.1271,-0.0458
12.153264,1.0627,-0.1977,-1.7628
12.170355,1.4219,-0.6582,-3.2812
12.187123,1.1486,-1.1314,-4.3451
12.204041,0.0224,-1.6362,-4.5878
12.221712,-1.1584,-1.9279,-4.2064
12.238393,-1.534,-1.8162,-3.9496
12.256309,-1.2799,-1.7319,-3.9392
12.272203,-0.9354,-1.6917,-3.6182
12.29153,-0.5659,-1.4007,-3.239
12.3095,-0.1678,-1.1243,-2.9216
12.325104,0.299,-0.9919,-2.2118
12.341687,0.7323,-0.827,-0.9503
12.358836,1.0015,-0.4848,0.8727
12.374419,1.0622,-0.4531,2.3807
12.391635,0.8009,-1.3122,2.2443
12.408666,0.4136,-1.7087,1.435
12.425566,-0.1252,-1.1869,0.8698
12.442768,-0.4845,-0.5189,1.143
12.459786,-0.6406,0.0328,1.2782
12.476798,-0.4271,0.4149,0.9576
12.494202,-0.1532,0.6671,0.6715
12.510781,0.0241,0.8089,0.6881
12.528317,0.1018,0.9387,0.9605
12.54478,-0.0533,1.0374,0.9932
12.562083,-0.1895,1.1084,0.738
12.579143,-0.3861,1.0885,0.5277
12.595916,-0.596,0.9214,0.3037
12.612855,-0.9477,0.4977,-0.0446
12.632042,-1.1134,0.2172,-0.1876
12.652466,-1.028,0.1855,0.0218
12.670652,-0.627,0.4217,0.3999
12.68144,-0.2935,1.0387,0.8099
12.697971,-0.0666,1.5982,1.0672
12.71508,-0.0377,2.0265,1.3247
12.733426,-0.1395,2.1821,1.2891
12.749373,-0.2337,2.1131,1.3388
12.766108,-0.3224,1.8681,1.2527
12.784818,-0.2859,1.3503,0.9798
12.800137,-0.0893,0.6585,0.4517
12.81718,0.0985,0.2049,0.0404
12.834394,0.3377,0.0439,-0.0584
12.851378,0.695,-0.0472,0.0149
12.86832,0.7132,0.0643,-0.0997
12.885301,0.2531,0.561,-0.2399
12.90275,-0.2081,0.8731,-0.0515
12.92086,-0.3211,0.74,0.0028
12.936496,-0.2533,0.1688,-0.0523
12.953762,0.2169,-0.9944,0.1995
12.970465,1.1128,-2.6544,-0.2121
12.987811,2.0905,-3.4319,-2.4598
13.00507,2.4072,-3.2857,-3.6563
13.021895,3.4128,-4.0492,-2.7377
13.038697,4.7541,-4.925,-2.3733
13.055783,4.6552,-5.3267,-1.0434
13.072972,2.5445,-2.9316,2.9947
13.090715,0.5491,1.6764,6.0566
13.107067,0.0956,5.1451,7.5693
13.124735,0.094,6.093,7.0671
13.141191,0.2039,3.8281,6.0619
13.15784,0.3014,-0.0874,4.2486
13.175015,0.1339,-3.3035,1.8486
13.192106,-0.5023,-4.078,0.2622
13.209694,-1.4508,-2.2834,0.3289
13.226123,-1.6038,0.2977,0.7399
13.243278,-1.0609,0.6432,0.6808
13.260647,-0.6153,-0.2547,0.0437
13.278259,-0.8807,-0.9027,-0.186
13.294153,-1.6786,-0.8481,0.0754
13.311756,-2.3376,-0.5124,0.3578
13.328632,-2.5693,0.0108,0.3983
13.345448,-2.2631,0.4151,0.1663
13.362355,-1.5414,0.4616,-0.0834
13.379452,-0.6297,0.4021,-0.0937
13.396542,0.3117,0.2967,-0.1312
13.413467,1.1775,0.1311,-0.3024
13.430772,1.8287,-0.1297,-0.8312
13.447645,2.0478,-0.344,-1.3807
13.464923,1.6469,-0.1027,-1.5139
13.482044,0.6845,0.209,-1.2261
13.498719,-0.2509,0.2604,-0.7609
13.515602,-0.8293,0.3643,-0.3658
13.533345,-0.8306,0.5259,-0.1722
13.56037,-0.2551,0.363,-0.1016
13.567095,0.2794,0.233,0.1149
13.584116,0.4776,-0.3471,0.6232
13.603071,0.3925,-1.2118,1.8746
13.61831,-0.2695,-1.027,2.4251
13.635261,-0.9509,0.1481,2.8727
13.651946,-1.1564,1.1884,3.0913
13.669431,-0.6393,1.4798,2.8331
13.686073,0.4383,0.5695,1.612
13.703685,1.3756,-0.4874,-0.0255
13.720328,1.8567,-0.962,-1.2297
13.737233,1.7743,-0.477,-1.5803
13.7542,1.2027,0.3421,-0.8079
13.772337,0.5799,0.5834,0.2709
13.78828,0.1124,0.269,1.1077
13.805328,-0.2705,-0.2712,1.5529
13.822357,-0.5858,-0.5764,1.4909
13.839464,-0.778,-0.4398,1.0604
13.856609,-0.6143,-0.1892,0.3224
13.873416,-0.2355,-0.0925,-0.2979
13.890717,0.02,0.0335,-0.2412
13.907509,0.1185,0.183,0.2172
13.924748,0.1786,0.1353,0.644
13.94176,0.2198,0.117,0.8843
13.958992,0.1641,0.1037,0.7037
13.97571,0.134,0.102,0.3822
13.992728,0.1087,0.1193,0.1527
14.010132,0.0496,0.1454,0.0936
14.027243,-0.0362,0.1139,0.1609
14.044017,-0.1078,0.0164,0.3053
14.061551,-0.2178,-0.078,0.4852
14.077861,-0.2954,-0.1118,0.6306
14.095349,-0.2798,-0.0885,0.7387
14.111943,-0.1314,-0.1367,0.6662
14.128913,0.0937,-0.1706,0.4641
14.145992,0.2941,-0.1138,0.1968
14.163101,0.3896,0.0046,0.0527
14.180073,0.3469,0.1306,-0.01
14.197125,0.2015,0.1164,-0.0511
14.214691,0.0484,-0.0432,-0.1195
14.231192,-0.0618,-0.1815,-0.3203
14.248588,-0.1526,-0.168,-0.6114
14.266553,-0.234,-0.0644,-0.9031
14.282705,-0.3552,0.0526,-1.2309
14.299345,-0.5702,0.1017,-1.6995
14.316477,-0.8949,-0.0598,-2.1776
14.333678,-1.2854,-0.4139,-2.6011
14.350414,-1.8121,-0.5907,-3.0578
14.367528,-2.2814,-0.3281,-3.2824
14.384526,-2.4603,0.1307,-3.0022
14.401728,-2.2054,0.2733,-2.3739
14.419341,-1.4776,0.1613,-1.8474
14.435854,-0.626,-0.2606,-1.2715
14.45284,0.1109,-0.8416,-0.8159
14.469616,0.7676,-1.1695,-0.5093
14.487092,1.4043,-1.1974,-0.0074
14.503942,1.8323,-1.1072,0.9334
14.521358,1.7268,-1.1106,1.4276
14.537828,1.0583,-1.051,1.5544
14.554924,0.3117,-1.1312,1.8252
14.57185,-0.5908,-0.9576,1.7017
14.588976,-1.4253,-0.3841,1.1927
14.606255,-1.7168,0.1616,0.9336
14.623001,-1.2335,0.5488,0.5988
14.64185,-0.4651,0.9571,0.43
14.657211,0.2401,1.2325,0.2942
14.674221,0.6465,1.4361,0.0058
14.691234,0.6639,1.4909,-0.0501
14.708161,0.5613,1.4026,-0.1352
14.725581,0.3383,1.308,-0.4565
14.742463,-0.157,1.245,-0.7046
14.759606,-0.9348,1.241,-0.9917
14.776318,-1.5228,0.9776,-1.224
14.793844,-1.6661,0.6091,-1.1449
14.81043,-1.3426,0.4758,-1.3701
14.827392,-0.9741,0.5363,-1.7775
14.844946,-0.7139,0.553,-1.4938
14.861742,-0.3013,0.5959,-1.0297
14.878999,0.2075,0.6901,-0.7865
14.895943,0.617,0.81,-0.695
14.912905,0.6537,1.0929,-0.454
14.929674,0.2667,1.4796,-0.122
14.94676,-0.0832,1.7767,0.4168
14.963676,-0.1045,1.8626,0.5483
14.981073,0.0586,1.9526,0.4239
14.997887,0.3203,2.238,0.5729
15.015202,0.7186,2.5488,0.5271
15.033104,1.0948,2.8145,0.6115
15.048852,1.6607,2.1907,0.9441
15.066108,2.1713,-0.4963,0.7606
15.083044,2.1991,-4.0317,-1.5443
15.100306,1.8854,-8.1619,-4.664
15.117282,2.0309,-11.2861,-4.4491
15.134694,1.799,-10.1343,-1.3678
15.151553,0.6471,-3.476,2.5999
15.169227,0.4606,1.2871,4.2618
15.187089,0.4397,3.9699,4.8009
15.202405,0.0885,5.2798,4.6669
15.219311,-0.2001,4.4763,3.8581
15.236297,-0.3297,0.8759,2.6139
15.255131,-0.9045,-3.2953,1.4684
15.270682,-1.476,-3.872,0.4854
15.28755,-0.9687,-1.1442,-0.1771
15.304337,0.0091,1.0026,0.0264
15.32291,0.6658,1.7,0.2201
15.338583,0.8677,1.2492,-0.345
15.355733,0.7068,0.0954,-1.461
15.372729,0.4017,-0.7246,-1.774
15.38961,0.0064,-0.7435,-1.4232
15.406823,-0.4688,-0.0965,-0.8066
15.423679,-0.977,0.5104,-0.243
15.441506,-1.4821,0.6988,0.0369
15.458036,-1.7174,0.3867,-0.2995
15.474816,-1.5474,0.0377,-0.6399
15.491798,-1.2677,-0.2748,-0.4361
15.509491,-1.3397,-0.192,0.1976
15.525853,-1.6238,-0.027,0.7661
15.543134,-1.9872,0.1581,1.1669
15.56001,-2.2083,0.284,1.223
15.58059,-2.1236,0.3062,1.157
15.599235,-1.5058,0.2401,1.1998
15.611055,-0.6187,0.1086,1.3651
15.628061,0.3398,0.0628,1.2412
15.64538,1.2806,-0.0078,0.9237
15.662823,2.1757,-0.0923,0.1529
15.679206,2.9035,-0.1929,-0.327
15.696234,3.2805,-0.2491,-0.739
15.713299,3.1779,-0.2053,-1.0605
15.730359,2.3129,-0.0631,-1.1592
15.750406,1.121,-0.0537,-0.6483
15.764356,0.1255,-0.2762,-0.2044
15.78191,-0.6756,-0.3663,0.1525
15.798363,-1.3946,-0.165,0.4037
15.818615,-2.0872,0.2683,0.4743
15.832449,-2.5683,0.7521,0.1156
15.849578,-2.564,1.0701,-0.2208
15.866591,-1.8811,1.0149,-0.1834
15.883738,-0.994,0.9862,-0.0726
15.900753,-0.3003,0.8695,-0.1393
15.917715,0.3609,0.5345,0.1263
15.934686,0.798,0.5087,0.6598
15.952336,1.0963,0.6177,0.8525
15.969037,1.383,0.8653,0.5857
15.985757,1.6161,1.1437,0.3563
16.002815,1.6447,0.7811,0.2913
16.020087,1.3267,-0.0828,0.4774
16.037091,0.8801,-0.4145,0.6863
16.054355,0.3975,-0.0509,0.9176
16.070999,-0.0519,0.0889,1.0924
16.087973,-0.4764,-0.3016,1.1316
16.106551,-0.9279,-0.7557,1.1311
16.122292,-1.3607,-0.855,1.1683
16.140674,-1.5537,-0.7855,0.9955
16.156643,-1.3764,-0.654,0.5037
16.176136,-0.9888,-0.3731,0.3974
16.193546,-0.8607,-0.3883,0.5832
16.209492,-1.0467,-0.985,0.8357
16.224182,-1.392,-1.669,1.0057
16.242749,-1.6056,-1.6434,1.1488
16.258288,-1.381,-1.0592,1.2646
16.275386,-0.6799,-0.3503,1.0026
16.292332,0.3575,-0.1569,0.0188
16.30966,1.2886,-0.2618,-1.4333
16.326379,1.7561,-0.3923,-2.8125
16.34427,1.5971,-0.4261,-3.4843
16.360691,0.3963,-0.4453,-3.5819
16.377507,-1.1771,-0.5577,-3.4225
16.394629,-2.1164,-0.773,-3.3535
16.411581,-2.1876,-1.0775,-3.465
16.428906,-1.7447,-1.5665,-3.8346
16.446223,-0.9615,-1.7038,-4.2732
16.46274,-0.1397,-1.5736,-4.8892
16.479861,0.4178,-1.317,-5.148
16.496852,0.7266,-1.102,-4.3837
16.51423,0.8829,-0.895,-2.341
16.531161,1.2063,-0.8481,0.4899
16.549481,1.3512,-1.0065,2.9574
16.564978,1.09,-1.7326,3.7469
16.582623,0.8236,-2.9324,2.9181
16.600901,0.4276,-2.7447,2.0016
16.616037,-0.0767,-1.2762,1.2708
16.633106,-0.6426,-0.0631,1.2594
16.650149,-0.5313,0.67,1.4793
16.667165,-0.3653,1.1933,1.4316
16.684319,-0.1174,1.4995,1.5701
16.701461,0.0538,1.7717,1.9167
16.718726,0.1127,2.0072,2.1786
16.737218,0.3122,2.1464,2.2987
16.752849,0.7161,2.2479,2.1967
16.769343,0.9222,2.2961,1.8407
16.786315,0.7035,2.0692,1.2836
16.803391,0.1136,1.4622,0.8431
16.82149,-0.6854,0.6386,0.2338
16.83816,-1.1588,-0.2292,-0.8642
16.854551,-1.2222,-0.4332,-1.3041
16.871649,-1.2184,-0.1136,-1.3002
16.888676,-1.4295,0.2607,-0.6201
16.906,-1.4762,0.4457,-0.1029
16.923113,-1.2512,0.5708,-0.0094
16.940843,-0.7392,0.5108,-0.3844
16.956747,-0.0702,0.4397,-0.6538
16.973707,0.83,0.6025,-0.8584
16.992196,1.6556,0.9288,-0.6358
17.007849,2.0208,1.5249,0.2666
17.027852,1.9845,1.9669,0.8314
17.04215,1.6461,1.9706,0.9354
17.059025,1.0024,1.5943,0.9938
17.076009,0.2476,1.0838,0.8556
17.093113,-0.2812,0.6438,0.56
17.110519,-0.3146,0.2669,0.2165
17.12762,0.1856,-0.3752,-0.037
17.144599,0.8434,-1.3608,-0.0249
17.161453,1.4769,-2.3413,-1.0718
17.178218,1.5915,-2.9034,-3.113
17.195472,1.533,-3.6471,-3.676
17.212251,2.5853,-4.6819,-3.618
17.230659,3.7325,-7.0457,-3.1979
17.246575,3.0368,-8.8231,-1.8648
17.263754,0.751,-4.4339,1.4591
17.280817,-0.9381,2.5941,6.2552
17.297912,-1.4448,7.7951,8.8338
17.317522,-0.967,9.2518,7.3704
17.331421,0.4948,5.597,5.3763
17.355085,1.5239,-0.3161,2.8943
17.365671,1.9428,-4.7809,0.0254
17.382827,1.354,-4.8744,-1.8894
17.400116,0.0733,-1.9394,-0.3558
17.416734,-0.8305,0.3897,1.6016
17.434058,-1.3463,1.2505,2.3586
17.450775,-1.2781,0.542,1.5888
17.467938,-1.1889,-0.7304,0.583
17.485267,-1.5943,-1.3094,0.4225
17.502216,-2.184,-0.7416,0.7966
17.519,-2.4595,0.2931,1.1417
17.53592,-2.1475,0.9883,1.3122
17.553177,-1.3343,0.9012,0.9559
17.572348,-0.2522,0.4486,0.5569
17.589146,0.8393,0.0059,0.155
17.604556,1.7377,-0.4882,-0.3532
17.621891,2.336,-0.6623,-0.9353
17.638253,2.5304,-0.2313,-1.4223
17.655353,2.211,0.4906,-1.311
17.672276,1.3527,0.7117,-0.8341
17.689602,0.5516,0.3136,-0.3425
17.706332,-0.1709,-0.1556,0.0773
17.724956,-0.6773,-0.401,0.2601
17.740432,-0.8199,-0.5886,0.4031
17.757922,-0.5176,-0.2416,0.3743
17.774515,0.2303,0.2056,0.1472
17.791588,0.785,0.0514,0.3984
17.808552,0.9163,0.0642,0.8962
17.8256,0.5778,0.0899,1.1431
17.842533,-0.0963,0.3032,1.2123
17.860015,-0.658,0.4553,1.3804
17.877247,-0.9298,0.3853,1.476
17.893648,-0.7261,0.0872,1.1164
17.911002,-0.0311,-0.1336,0.4366
17.927787,0.7195,-0.0915,-0.0956
17.945246,1.2565,0.0305,-0.1869
17.962063,1.526,0.0514,0.0973
17.978823,1.3761,-0.0306,0.3196
17.995897,0.6303,-0.122,0.3422
18.013609,-0.2079,-0.2716,0.4581
18.030053,-0.8815,-0.3439,0.5143
18.047075,-1.2244,-0.2199,0.3884
18.064482,-1.1284,-0.0209,0.2249
18.081348,-0.4575,0.0418,0.0373
18.098569,0.2609,0.1148,-0.0362
18.115185,0.7299,0.2184,0.0049
18.132188,0.9157,0.1936,0.1531
18.149512,0.7348,0.0065,0.3695
18.166338,0.3112,-0.1483,0.5299
18.183462,-0.085,-0.171,0.4894
18.200368,-0.2965,-0.1013,0.368
18.219468,-0.2923,-0.0294,0.345
18.234742,-0.1173,0.0085,0.3436
18.251875,0.024,-0.0145,0.3503
18.268663,0.0685,-0.0282,0.3285
18.285462,-0.0028,0.0446,0.2037
18.302865,-0.1218,0.0394,0.0733
18.319887,-0.2329,-0.0187,0.0143
18.336803,-0.2836,-0.092,-0.0978
18.354191,-0.272,-0.108,-0.2339
18.370956,-0.2468,-0.1374,-0.3203
18.387799,-0.2377,-0.1837,-0.4279
18.40526,-0.2386,-0.1975,-0.5276
18.422213,-0.2768,-0.1642,-0.5607
18.438908,-0.2878,-0.1436,-0.6635
18.457392,-0.3068,-0.1627,-0.8074
18.473138,-0.3424,-0.238,-0.9946
18.489917,-0.3843,-0.2068,-1.3382
18.507016,-0.5034,-0.0718,-1.9028
18.524074,-0.7603,0.1284,-2.7117
18.541901,-0.9966,0.131,-3.4096
18.566872,-1.0297,-0.0479,-3.6125
18.580818,-0.7116,-0.296,-2.9977
18.606399,-0.0761,-0.6007,-2.0159
18.613909,0.685,-0.8774,-1.1819
18.633129,1.4366,-0.9644,-0.1008
18.648925,1.9338,-1.0435,1.0429
18.660363,2.0442,-1.0233,1.8685
18.677592,1.5724,-0.8257,1.5207
18.694341,0.8502,-0.4422,1.3885
18.712767,0.1681,-0.2594,1.7827
18.728561,-0.3863,-0.1856,1.7323
18.745689,-0.6846,0.1655,0.9768
18.762927,-0.4347,0.5862,0.1482
18.779708,0.0831,0.8426,-0.478
18.797715,0.2275,1.1473,-0.9324
18.81495,0.0181,1.27,-1.1779
18.830987,-0.427,1.2383,-0.8349
18.847691,-0.8458,1.2065,-0.3489
18.866518,-1.0934,1.1641,-0.2484
18.881996,-1.2292,1.0463,-0.132
18.899191,-1.3442,0.9275,-0.0657
18.915884,-1.4557,0.8537,-0.3071
18.933193,-1.5672,0.8205,-0.5821
18.94988,-1.5379,0.8259,-0.6352
18.967099,-1.1765,0.7942,-0.9169
18.984088,-0.6872,0.7095,-0.8104
19.001249,-0.1733,0.7497,-0.5655
19.018353,0.1744,0.9235,-0.2441
19.035444,0.3613,1.1565,0.172
19.05209,0.5753,1.2079,0.1036
19.069703,0.6531,1.1772,0.0209
19.0862,0.6349,1.1855,-0.1312
19.103601,0.438,1.3158,-0.2477
19.12028,0.0534,1.5523,-0.4184
19.137288,-0.6113,1.7914,-0.3939
19.154365,-1.1817,1.9576,-0.2259
19.171541,-1.0711,1.8206,-0.1054
19.18844,-0.2166,0.8246,0.2713
19.206966,0.669,-0.4206,0.3696
19.222405,1.3822,-1.4867,-1.2067
19.239586,1.0996,-2.008,-3.3726
19.25951,1.1068,-2.7882,-3.6515
19.274089,2.7857,-3.5776,-2.5081
19.290624,4.1277,-4.9202,-1.3681
19.308952,4.1438,-8.3133,0.7802
19.330163,3.7325,-10.7773,0.8726
19.341838,1.2259,-3.7571,1.5665
19.364039,-0.57,3.5978,5.2614
19.375997,-0.7755,7.8944,6.4177
19.392861,-0.0398,8.6613,4.4473
19.412767,0.4015,4.41,0.9058
19.426637,-1.1783,-0.4034,-1.5877
19.444035,-2.137,-3.167,-2.0055
19.460917,-2.6432,-2.3484,-2.0318
19.4781,-2.7997,-0.5191,-1.6123
19.495119,-2.1425,-0.029,-0.2659
19.511986,-0.3604,-0.2472,-0.2614
19.529065,1.8648,-0.5102,-2.16
19.546088,3.1522,-0.7247,-3.4336
19.565535,2.7542,-0.065,-1.8385
19.588134,1.4743,1.0006,0.5925
19.597919,0.3339,1.6826,2.1954
19.614537,-0.2984,1.2573,2.4658
19.631409,-0.74,0.1674,1.6539
19.65084,-1.1407,-0.6229,0.6931
19.665593,-1.6231,-0.7892,0.389
19.682296,-1.866,-0.4446,0.4928
19.699326,-1.6935,-0.0373,0.6118
19.719331,-1.3555,0.0613,0.7994
19.739127,-1,-0.0255,0.9201
19.755628,-0.6413,-0.2783,0.8375
19.768056,-0.427,-0.3158,0.728
19.785016,-0.2102,-0.1529,0.4407
19.801818,0.0495,0.0614,0.0207
19.818475,0.4194,0.2783,-0.0352
19.83548,0.6608,0.427,0.1369
19.852582,0.799,0.6391,0.2971
19.869897,0.7033,0.7878,0.6272
19.886671,0.5072,0.7245,0.9857
19.903721,0.1377,0.4772,0.9859
19.92083,-0.1517,-0.2129,0.4154
19.937823,-0.086,-1.1035,-0.5261
19.954895,0.2469,-1.2123,-1.4698
19.97194,0.4675,-0.2766,-1.6101
19.988989,0.4894,0.8291,-1.0228
20.006301,0.3726,1.212,-0.3282
20.023183,0.1075,0.974,0.0716
20.039958,-0.2519,0.6248,0.0799
20.057193,-0.6803,0.4984,0.0058
20.074716,-0.9127,0.7111,-0.0218
20.091038,-0.6525,0.9058,0.0581
20.108841,0.0869,0.3119,0.0887
20.125599,0.8512,-0.4214,0.3146
20.142695,1.3445,-0.5251,0.4166
20.159196,1.3811,-0.0728,0.3265
20.177336,1.0953,-0.0295,0.1718
20.193293,0.4461,-0.2157,-0.1424
20.210467,-0.2205,-0.197,-0.4307
20.227445,-0.7371,-0.067,-0.2022
20.244446,-1.0878,0.1075,0.1839
20.261699,-1.2938,0.3112,0.2003
20.278569,-1.277,0.3307,0.0366
20.295505,-0.8207,0.2557,-0.1366
20.312886,-0.072,0.24,-0.3844
20.32969,0.6359,0.3745,-0.5438
20.346765,1.081,0.4303,-0.5521
20.363814,1.2325,0.3028,-0.5708
20.38128,0.9039,0.1754,-0.5178
20.39815,0.3687,0.1497,-0.4954
20.415103,-0.0708,0.2262,-0.3474
20.431755,-0.3021,0.2811,-0.2259
20.448961,-0.3963,0.31,-0.1718
20.466524,-0.3879,0.3313,-0.1431
20.483134,-0.3369,0.1551,-0.137
20.500487,-0.29,-0.2353,-0.0482
20.517033,-0.3586,-0.535,0.1054
20.534475,-0.5997,-0.2531,0.3569
20.550999,-0.9667,0.306,0.5013
20.568712,-1.2555,0.1875,0.6244
20.585103,-1.5096,-0.6469,0.6778
20.602591,-1.8574,-2.3497,0.6858
20.619271,-2.2496,-4.2772,0.8934
20.636245,-2.21,-4.1845,2.0659
20.653643,-1.1846,-1.8225,3.1028
20.670264,0.5504,0.1333,1.9744
20.687425,2.1637,1.1018,0.2411
20.705652,3.1639,1.2108,-1.6258
20.721395,3.2172,1.1307,-2.8155
20.739088,2.1404,0.8496,-2.9723
20.755908,0.3474,0.2017,-2.3163
20.774095,-1.3724,-0.3254,-2.0369
20.78997,-2.4114,-0.7478,-2.021
20.806585,-2.6507,-0.9979,-1.9901
20.823925,-1.8183,-0.9562,-2.2943
20.840838,-0.6176,-0.9273,-2.9926
20.858356,0.2629,-1.2223,-3.5278
20.875133,0.6897,-1.4292,-3.7216
20.891878,0.72,-1.1937,-3.5087
20.909002,0.5124,-0.7596,-2.9989
20.925816,0.3159,-0.484,-2.1859
20.942798,0.249,-0.4469,-0.9839
20.959946,0.3267,-0.612,0.3595
20.97755,0.4657,-0.7604,1.5355
20.994381,0.8582,-1.1343,2.3732
21.010928,1.1885,-1.6807,3.0203
21.028124,0.9559,-2.1076,2.9979
21.045111,0.372,-1.6377,2.2038
21.06211,-0.2368,-0.5673,0.4573
21.079405,-0.3324,0.0737,-0.2638
21.096303,0.1375,0.2368,0.2421
21.113261,0.6887,0.3694,0.9665
21.130741,1.2901,0.4928,1.5484
21.147949,1.6727,0.7434,1.6592
21.164361,1.9172,1.0235,1.6166
21.182403,2.0066,1.321,1.4755
21.198442,1.9055,1.3955,1.1313
21.215425,1.5337,1.1504,0.8094
21.232601,0.8358,0.7536,0.3963
21.249572,-0.265,0.4785,-0.0189
21.266513,-1.383,0.0849,-0.6245
21.284184,-2.1293,-0.2601,-0.9925
21.30068,-2.2436,-0.3179,-0.6705
21.317754,-1.8753,0.0551,-0.0788
21.335152,-1.3236,0.7681,0.4086
21.351747,-0.7432,1.3213,0.4859
21.369202,-0.3742,1.5249,0.2408
21.386167,-0.2787,1.4414,-0.1029
21.402814,-0.1993,1.0903,-0.4283
21.419877,0.0077,0.7097,-0.6441
21.437155,0.3558,0.4403,-0.6909
21.454423,1.0382,0.4022,-0.6578
21.471049,1.7154,0.7579,-0.1741
21.488091,2.0335,1.2827,0.3024
21.505028,1.9242,1.4372,0.4517
21.522467,1.2274,1.2868,0.6022
21.539115,0.1606,1.1679,0.6817
21.556193,-0.7943,1.0582,0.3742
21.574085,-1.1961,0.8894,-0.125
21.590258,-1.101,0.8356,-0.5229
21.607525,-0.7687,1.0339,-0.6677
21.624636,-0.4169,1.2932,-0.5543
21.642132,-0.0776,1.4782,-0.3892
21.658413,0.3408,1.235,-0.084
21.675863,0.8266,0.253,0.3352
21.694123,1.4032,-0.9211,0.1039
21.712634,1.7761,-1.9985,-1.6943
21.726662,1.4723,-2.1617,-3.5714
21.743659,1.8376,-1.8726,-3.9313
21.760427,2.8895,-2.2192,-2.9878
21.778046,3.121,-4.3268,-1.9869
21.794776,2.5424,-7.7632,-0.3257
21.811585,1.2551,-10.3857,0.4595
21.82958,-1.1628,-4.0155,1.9258
21.849472,-1.692,3.9582,5.7125
21.862744,-1.085,8.6889,7.5592
21.879962,-0.0605,9.3742,6.2559
21.897,1.7567,4.769,3.8965
21.919862,2.3881,-1.0677,1.539
21.930875,1.7962,-4.5835,-1.1676
21.947837,0.4228,-4.2497,-2.8003
21.965036,-1.5839,-1.3861,-0.5134
21.982241,-2.6807,0.601,2.1338
21.999164,-2.7377,0.8406,2.4001
22.016112,-1.7778,0.0436,1.3744
22.033681,-0.8352,-1.003,0.5376
22.058708,-0.4089,-1.3094,0.3076
22.067103,-0.6348,-0.7849,0.3071
22.084936,-1.065,0.0088,0.3319
22.101271,-1.2857,0.6353,0.254
22.118294,-1.1944,0.7826,0.2079
22.135634,-0.8805,0.4026,0.3182
22.152858,-0.4908,0.0199,0.5378
22.169379,0.1056,-0.0928,0.5279
22.186713,0.6944,-0.1388,0.1856
22.203679,1.1737,-0.2538,-0.2149
22.220521,1.299,-0.2357,-0.7029
22.237912,0.9951,0.0021,-0.8292
22.254595,0.5263,0.2911,-0.5531
22.271624,0.093,0.3783,-0.2521
22.293258,-0.2653,0.1805,-0.1768
22.306057,-0.6264,-0.0589,-0.2207
22.322632,-0.8764,-0.0209,-0.0476
22.339721,-0.8431,0.2013,0.2622
22.356662,-0.4462,0.4881,0.6025
22.374286,0.3816,0.6257,0.7288
22.393063,1.2006,0.603,0.8113
22.408007,1.8125,-0.003,1.0488
22.425277,2.0421,-0.463,1.2978
22.442036,1.5528,-0.1705,1.3574
